job,salary,city,frequency,duration,company_name,company_scale,advantage
商业分析实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
产品实习生-Hago,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
内容风控实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
政府关系实习生,100-150/天,广州,4天/周,6个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
产品运营实习生 (MJ002187),薪资面议,广州,4天/周,4个月,欢聚集团,2000人以上,上市公司福利好平台广实习证明 工作环境超棒，节日大礼包，餐补
平台运营实习生 (MJ002767),50-100/天,上海,5天/周,3个月,欢聚集团,2000人以上,餐补 工作环境超棒，节日大礼包，餐补
HRBP实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,免费三餐租房补贴待遇丰厚一线互联网 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HR实习生,150-300/天,深圳,5天/周,3个月,吉比特,150-500人,实习津贴 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
向日葵-视觉设计,120-200/天,北京,3天/周,3个月,搜狗,2000人以上,成长空间 
设计实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,免费班车实习证明餐补 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
腾讯手游推广运营实习生,100-120/天,深圳,5天/周,6个月,腾讯,2000人以上,大厂实习导师1对1留学生实习寒假实习周末双休 平台好机会多，腾讯
电商行业运营实习生——美妆方向,150/天,杭州,5天/周,4个月,字节跳动,2000人以上,可转正实习留学生实习不打卡房补三餐下午茶晚间打车大牛团队 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
插画实习生-教育方向,150/天,北京,4天/周,3个月,字节跳动,2000人以上,可转正实习地铁周边免费三餐节日福利接受大一大二免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
UI设计实习生（深圳）,150-200/天,深圳,5天/周,3个月,字节跳动,2000人以上,住房补贴三餐自助下午茶大厂实习经历大厂福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
UI设计实习生-教育,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习定期团建免费健身房房补节日福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
UI设计实习生-UED,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习餐补节日福利免费班车定期体检免费咖啡实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
交互设计实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习节日福利房补定期体检下午茶免费咖啡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
交互设计实习生（深圳）,150/天,深圳,5天/周,3个月,字节跳动,2000人以上,可转正实习房补免费健身房可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生（招聘方向）,150-180/天,北京,5天/周,5个月,字节跳动,2000人以上,可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
平台运营实习生 (MJ002767),50-100/天,上海,5天/周,3个月,欢聚集团,2000人以上,餐补 工作环境超棒，节日大礼包，餐补
大客户运营实习生 (MJ002768),50-100/天,广州,5天/周,3个月,欢聚集团,2000人以上,餐补 工作环境超棒，节日大礼包，餐补
平台运营实习生 (MJ002767),50-100/天,广州,5天/周,3个月,欢聚集团,2000人以上,餐补 工作环境超棒，节日大礼包，餐补
电商行业运营实习生——美妆方向,150/天,杭州,5天/周,4个月,字节跳动,2000人以上,可转正实习留学生实习不打卡房补三餐下午茶晚间打车大牛团队 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
插画实习生-教育方向,150/天,北京,4天/周,3个月,字节跳动,2000人以上,可转正实习地铁周边免费三餐节日福利接受大一大二免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
UI设计实习生（深圳）,150-200/天,深圳,5天/周,3个月,字节跳动,2000人以上,住房补贴三餐自助下午茶大厂实习经历大厂福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
UI设计实习生-教育,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习定期团建免费健身房房补节日福利 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
UI设计实习生-UED,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习餐补节日福利免费班车定期体检免费咖啡实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
交互设计实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习暑期实习节日福利房补定期体检下午茶免费咖啡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
交互设计实习生（深圳）,150/天,深圳,5天/周,3个月,字节跳动,2000人以上,可转正实习房补免费健身房可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HRBP实习生（招聘方向）,150-180/天,北京,5天/周,5个月,字节跳动,2000人以上,可转正实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
招聘实习生,150-180/天,北京,5天/周,4个月,字节跳动,2000人以上,可转正实习快速学习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
电商行业运营实习生-二级市场奢侈品/潮品/汽车/数码,150/天,杭州,5天/周,3个月,字节跳动,2000人以上,可转正实习留学生实习实习证明餐补免费三餐下午茶加班打车报销房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
用户研究实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,可转正实习不打卡免费班车实习津贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
人力资源实习生-招聘方向,150/天,北京,4天/周,4个月,字节跳动,2000人以上,行业大牛核心业务免费三餐租房补贴 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
电商行业运营实习生——二手商品,150/天,北京,5天/周,4个月,字节跳动,2000人以上,可转正实习地铁周边下午茶免费咖啡免费三餐定期团建房补不打卡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
初高中化学教研,200/天,北京,3天/周,3个月,好未来,2000人以上,远程实习 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
HRBP实习生,150/天,北京,5天/周,4个月,字节跳动,2000人以上,免费三餐下午茶租房补贴留学生实习一线互联网大厂 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
电商行业运营实习生——服饰方向,150/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习地铁周边免费咖啡不打卡实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
房产置业专家,150-200/天,北京,6天/周,7个月,北京链家,2000人以上,无责底薪四千季度旅游奖励 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
HR实习生,180-250/天,北京,4天/周,4个月,图森未来,500-2000人,免费三餐实习生宿舍异地租房补贴 免费三餐，实习生管住宿，自有健身房，周末双休，技术大咖，工程师文化
游戏用户研究实习生—卡牌游戏类方向,150-200/天,北京,5天/周,4个月,字节跳动,2000人以上,职业大牛租房补贴免费三餐休闲下午茶扁平管理健身瑜伽留学生实习弹性工作 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
题库实习生,150-200/天,北京,3天/周,3个月,好未来,2000人以上,寒假实习周末双休 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
产品经理实习生（寻你） (MJ002796),50-100/天,广州,5天/周,3个月,欢聚集团,2000人以上,餐补 工作环境超棒，节日大礼包，餐补
腾讯双百投后管理实习生,100-150/天,北京,5天/周,3个月,腾讯,2000人以上,班车免费健身房 平台好机会多，腾讯
PB0678-UP主运营实习生（知识区）,50-100/天,上海,5天/周,3个月,哔哩哔哩,2000人以上,餐补 二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好
市场实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
行政实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
喜马拉雅大学运营实习生,150-180/天,上海,3天/周,3个月,喜马拉雅,500-2000人,独角兽弹性制午餐补贴 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
用户运营实习生（产品组）,150-180/天,上海,5天/周,3个月,喜马拉雅,500-2000人,音频独角兽弹性工作制免费晚餐水果免费班车 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
端到端流程管理实习生,150-200/天,北京,5天/周,3个月,好未来,2000人以上,周末双休留学生实习寒假实习实习津贴下午茶地铁周边 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
招聘实习生,150-200/天,深圳,5天/周,6个月,优必选,500-2000人,每日餐补下午茶弹性工作时间 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
产品运营实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,免费住宿实习证明免费班车午餐补贴 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
APP／API自动化测试实习生,300/天,上海,3天/周,3个月,NIO蔚来,2000人以上,全市班车 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
BOM及工程变更实习生,200/天,上海,5天/周,3个月,NIO蔚来,2000人以上,实习津贴 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
